emp_no,salary
472229,4
472230,4
472231,4729
472232,8862
472233,6252
472234,4
472235,4
472236,4022
472237,6448
472238,5286
472239,5633
472240,6809
472241,4
472242,4115
472243,9185
472244,5469
472245,4
472246,4
472247,4
472248,441
472249,4711
472250,4577
472251,4
472252,4551
472253,7987
472254,4419
472255,56
472256,9778
472257,4417
472258,5286
472259,4906
472260,4138
472261,7579
472262,4262
472263,4878
472264,5715
472265,6884
472266,4
472267,5827
472268,7114
472269,5725
472270,4415
472271,4
472272,4437
472273,4
472274,4
472275,7861
472276,5625
472277,9377
472278,7017
472279,4
472280,5103
472281,75
472282,5504
472283,8942
472284,4473
472285,4
472286,4837
472287,4
472288,4241
472289,4649
472290,4
472291,6274
472292,4
472293,6905
472294,4601
472295,9532
472296,7413
472297,4
472298,7649
472299,4
472300,6207
472301,618
472302,6148
472303,4
472304,4
472305,472
472306,5682
472307,4
472308,568
472309,6769
472310,4
472311,5258
472312,7413
472313,9271
472314,7159
472315,4
472316,4
472317,4
472318,6858
472319,5525
472320,7062
472321,4771
472322,4811
472323,4
472324,664
472325,9315
472326,4
472327,5439
472328,4
472329,5613
472330,4
472331,4506
472332,4
472333,5075
472334,5216
472335,4
472336,4
472337,6038
472338,4
472339,4
472340,4
472341,4
472342,8651
472343,4
472344,4804
472345,4641
472346,9464
472347,4
472348,4
472349,5688
472350,4483
472351,6153
472352,4575
472353,4
472354,5337
472355,4
472356,479
472357,957
472358,4
472359,4994
472360,4
472361,5371
472362,5392
472363,4
472364,4091
472365,8124
472366,4794
472367,5219
472368,6845
472369,4862
472370,4692
472371,4
472372,7125
472373,6466
472374,9505
472375,4
472376,4912
472377,4
472378,5336
472379,5942
472380,6865
472381,6313
472382,9256
472383,4881
472384,7211
472385,4
472386,7142
472387,4
472388,8697
472389,6917
472390,7233
472391,4
472392,516
472393,4
472394,5036
472395,4
472396,7492
472397,6295
472398,4
472399,5814
472400,5637
472401,4
472402,6767
472403,4
472404,4704
472405,4
472406,4091
472407,5605
472408,6689
472409,4644
472410,4
472411,4
472412,5145
472413,4264
472414,7289
472415,4
472416,4
472417,4
472418,4451
472419,415
472420,4021
472421,4
472422,5689
472423,4
472424,6797
472425,8493
472426,499
472427,4
472428,7916
472429,4
472430,8272
472431,8098
472432,4
472433,543
472434,7389
472435,7597
472436,6962
472437,4
472438,1002
472439,403
472440,4689
472441,4797
472442,5652
472443,9326
472444,4
472445,4286
472446,4
472447,4749
472448,4876
472449,448
472450,4096
472451,4948
472452,4032
472453,4
472454,4
472455,4
472456,4288
472457,4
472458,6162
472459,5148
472460,6474
472461,4856
472462,5347
472463,4544
472464,5818
472465,4752
472466,8051
472467,4487
472468,6073
472469,4307
472470,4917
472471,4833
472472,8518
472473,4
472474,4
472475,6141
472476,5127
472477,4
472478,4
472479,4
472480,7009
472481,4
472482,8452
472483,4
472484,4095
472485,5707
472486,4884
472487,7861
472488,6216
472489,4
472490,7051
472491,4
472492,4
472493,7565
472494,4
472495,7048
472496,4
472497,4
472498,4
472499,7397
472500,6289
472501,4
472502,6585
472503,4428
472504,5229
472505,6462
472506,4
472507,4
472508,4
472509,5439
472510,5861
472511,7808
472512,4
472513,6398
472514,6055
472515,5587
472516,8025
472517,4998
472518,6356
472519,4417
472520,4749
472521,4257
472522,4802
472523,4
472524,4702
472525,6178
472526,4
472527,4
472528,4285
472529,4
472530,8151
472531,4107
472532,5433
472533,4
472534,7649
472535,6875
472536,4
472537,4
472538,4094
472539,541
472540,4
472541,4077
472542,6163
472543,4732
472544,4099
472545,4
472546,6232
472547,4107
472548,4
472549,5797
472550,4
472551,5164
472552,4
472553,6918
472554,4
472555,4
472556,4
472557,4
472558,688
472559,7767
472560,403
472561,4655
472562,747
472563,4297
472564,4
472565,5402
472566,4
472567,606
472568,4047
472569,7238
472570,5858
472571,7965
472572,4
472573,6392
472574,4
472575,4
472576,6299
472577,6479
472578,6056
472579,615
472580,7442
472581,877
472582,6128
472583,4
472584,5971
472585,4
472586,6853
472587,6031
472588,4881
472589,4133
472590,4
472591,4
472592,4
472593,5349
472594,4
472595,4
472596,8924
472597,8116
472598,5825
472599,5514
472600,5819
472601,4
472602,4
472603,4985
472604,4
472605,5617
472606,7464
472607,4
472608,4283
472609,607
472610,5039
472611,5699
472612,8465
472613,6747
472614,4
472615,5728
472616,4853
472617,4
472618,4
472619,4
472620,4
472621,463
472622,5581
472623,4
472624,435
472625,4092
472626,592
472627,6216
472628,5458
472629,5234
472630,4
472631,4436
472632,4
472633,6999
472634,4
472635,4
472636,5204
472637,4
472638,447
472639,4
472640,4
472641,4
472642,6539
472643,4273
472644,5078
472645,5113
472646,7853
472647,4
472648,5686
472649,4
472650,7991
472651,4444
472652,4
472653,4
472654,5597
472655,6447
472656,4639
472657,5968
472658,4969
472659,4
472660,5413
472661,7827
472662,4678
472663,5973
472664,6628
472665,4899
472666,6796
472667,648
472668,4825
472669,4
472670,4
472671,4344
472672,4
472673,6016
472674,4152
472675,4239
472676,4945
472677,9755
472678,4
472679,5693
472680,5238
472681,4
472682,4
472683,5489
472684,4
472685,4
472686,4
472687,4877
472688,405
472689,6739
472690,7609
472691,472
472692,5797
472693,718
472694,4
472695,565
472696,5632
472697,4786
472698,7544
472699,6748
472700,7073
472701,6172
472702,9351
472703,764
472704,6094
472705,501
472706,8189
472707,4117
472708,6772
472709,8623
472710,4551
472711,923
472712,4355
472713,4829
472714,5891
472715,4462
472716,4992
472717,6771
472718,5495
472719,4
472720,4
472721,4539
472722,4
472723,8381
472724,4785
472725,6031
472726,4216
472727,4
472728,7547
472729,7527
472730,5207
472731,4
472732,5697
472733,4
472734,7575
472735,4
472736,4
472737,6112
472738,5516
472739,4738
472740,5198
472741,5371
472742,8458
472743,5893
472744,6915
472745,5548
472746,4287
472747,7452
472748,6305
472749,4
472750,6231
472751,6966
472752,4
472753,4625
472754,7429
472755,7372
472756,4
472757,6374
472758,5238
472759,6096
472760,5995
472761,5154
472762,71
472763,7058
472764,5361
472765,4
472766,4568
472767,4206
472768,4535
472769,4
472770,6099
472771,5869
472772,6165
472773,4077
472774,7342
472775,4
472776,4
472777,7633
472778,4093
472779,5814
472780,4518
472781,4
472782,6511
472783,4065
472784,5468
472785,8418
472786,7093
472787,5121
472788,4
472789,4
472790,5504
472791,4266
472792,4931
472793,4
472794,9539
472795,4
472796,5934
472797,4406
472798,4
472799,4
472800,7439
472801,4
472802,6671
472803,4
472804,5574
472805,4
472806,4193
472807,5296
472808,4922
472809,6056
472810,4442
472811,4
472812,6337
472813,6517
472814,4
472815,4
472816,7214
472817,7106
472818,4
472819,4
472820,5952
472821,5344
472822,4
472823,5079
472824,6533
472825,6879
472826,653
472827,5757
472828,5459
472829,5888
472830,4
472831,4
472832,4
472833,4087
472834,4
472835,4
472836,4361
472837,7583
472838,4193
472839,4
472840,4735
472841,5633
472842,4037
472843,8546
472844,5647
472845,4
472846,6539
472847,822
472848,5608
472849,545
472850,6797
472851,4
472852,4
472853,6262
472854,5374
472855,6023
472856,4
472857,6977
472858,4
472859,4
472860,4
472861,4
472862,4
472863,4
472864,6305
472865,528
472866,4
472867,5235
472868,4
472869,4
472870,5993
472871,4
472872,6954
472873,5872
472874,7403
472875,6127
472876,7165
472877,4
472878,1105
472879,4
472880,4
472881,6097
472882,5588
472883,4
472884,4829
472885,4971
472886,5214
472887,8516
472888,4588
472889,4
472890,4551
472891,9424
472892,4
472893,4
472894,5322
472895,4
472896,4505
472897,7098
472898,6038
472899,4
472900,4472
472901,4
472902,5996
472903,6771
472904,4292
472905,9168
472906,4
472907,5333
472908,4596
472909,4
472910,5842
472911,7722
472912,4
472913,5452
472914,6014
472915,4
472916,4
472917,4
472918,599
472919,5919
472920,4
472921,4
472922,751
472923,4
472924,6848
472925,4413
472926,4437
472927,5767
472928,6113
472929,4674
472930,4
472931,4
472932,526
472933,4073
472934,4
472935,7506
472936,4913
472937,4
472938,108
472939,7115
472940,5283
472941,4
472942,4268
472943,4
472944,421
472945,6279
472946,6938
472947,9194
472948,5739
472949,4
472950,6043
472951,5954
472952,4
472953,5328
472954,4127
472955,6106
472956,4
472957,5565
472958,4
472959,6854
472960,4
472961,4
472962,7297
472963,5042
472964,5758
472965,4
472966,5385
472967,6474
472968,4546
472969,5314
472970,4866
472971,4074
472972,4
472973,7202
472974,4
472975,8358
472976,4012
472977,4
472978,457
472979,4
472980,4
472981,5288
472982,4571
472983,4
472984,4
472985,4314
472986,7539
472987,4
472988,4
472989,4
472990,7226
472991,4583
472992,497
472993,4
472994,8599
472995,4783
472996,5631
472997,6295
472998,5682
472999,4019
473000,4
473001,4324
473002,4
473003,5567
473004,6514
473005,7001
473006,4
473007,7225
473008,7659
473009,4
473010,4
473011,4412
473012,664
473013,4
473014,4
473015,4
473016,4815
473017,4
473018,6888
473019,5174
473020,6525
473021,4323
473022,8941
473023,1088
473024,5779
473025,4
473026,6008
473027,4
473028,1008
473029,4
473030,4
473031,4002
473032,4
473033,4
473034,5761
473035,7398
473036,5072
473037,5267
473038,4
473039,4
473040,7479
473041,4625
473042,6869
473043,634
473044,4
473045,4323
473046,7164
473047,4093
473048,7111
473049,4
473050,4
473051,5583
473052,4526
473053,4183
473054,4341
473055,5207
473056,7106
473057,5578
473058,4597
473059,7671
473060,5615
473061,4537
473062,4007
473063,4239
473064,691
473065,6121
473066,4917
473067,5756
473068,7421
473069,4
473070,5576
473071,7844
473072,4659
473073,8046
473074,4
473075,4
473076,6529
473077,5132
473078,4751
473079,5222
473080,7911
473081,4
473082,4
473083,4256
473084,4
473085,4
473086,4
473087,6279
473088,6232
473089,6315
473090,7111
473091,7446
473092,9664
473093,4
473094,5963
473095,4315
473096,54
473097,5351
473098,4
473099,4389
473100,6463
473101,7037
473102,4
473103,7824
473104,7413
473105,422
473106,7243
473107,5424
473108,5138
473109,4675
473110,6618
473111,7898
473112,4
473113,6588
473114,6292
473115,7253
473116,9172
473117,415
473118,4
473119,4
473120,6748
473121,4
473122,5723
473123,7547
473124,4
473125,7332
473126,4901
473127,4
473128,5909
473129,6165
473130,4
473131,6548
473132,4556
473133,4
473134,4711
473135,6078
473136,6248
473137,4
473138,4
473139,4
473140,5471
473141,4
473142,4
473143,5244
473144,4
473145,6189
473146,4
473147,6555
473148,5492
473149,7854
473150,4
473151,4203
473152,5073
473153,6781
473154,4
473155,7141
473156,4181
473157,4285
473158,5723
473159,4862
473160,4
473161,4
473162,5238
473163,6228
473164,6205
473165,4901
473166,7589
473167,5462
473168,7085
473169,6831
473170,4
473171,5083
473172,906
473173,4
473174,4243
473175,5868
473176,4
473177,52
473178,6934
473179,4018
473180,4
473181,4
473182,4
473183,7723
473184,4
473185,8256
473186,4381
473187,5772
473188,4
473189,4
473190,5614
473191,6978
473192,4588
473193,4516
473194,4
473195,6159
473196,4
473197,4
473198,4
473199,7337
473200,4
473201,5525
473202,4
473203,5511
473204,4916
473205,4591
473206,6741
473207,452
473208,582
473209,4
473210,4
473211,7115
473212,4961
473213,5767
473214,4
473215,4
473216,4946
473217,4
473218,6218
473219,4
473220,4
473221,5836
473222,5933
473223,7959
473224,4
473225,4238
473226,4169
473227,4487
473228,6523
473229,6294
473230,5218
473231,6736
473232,7349
473233,5094
473234,6207
473235,4
473236,4371
473237,4
473238,7507
473239,6155
473240,4934
473241,4
473242,6307
473243,4061
473244,4
473245,7174
473246,4
473247,6356
473248,4882
473249,4
473250,4
473251,5617
473252,7206
473253,4
473254,6359
473255,4811
473256,5002
473257,4687
473258,5267
473259,4
473260,4
473261,4
473262,6717
473263,5141
473264,4485
473265,4466
473266,4
473267,6218
473268,5556
473269,7744
473270,4
473271,4
473272,5625
473273,4
473274,4
473275,6301
473276,6108
473277,4
473278,6531
473279,4
473280,4071
473281,7616
473282,4
473283,5345
473284,4209
473285,7467
473286,4568
473287,4
473288,5443
473289,4062
473290,8023
473291,6925
473292,4
473293,4
473294,4
473295,5922
473296,4
473297,6417
473298,4661
473299,8358
473300,7083
473301,4846
473302,4
473303,4092
473304,7023
473305,6058
473306,4
473307,4
473308,5981
473309,4861
473310,6809
473311,6184
473312,4
473313,5192
473314,5667
473315,4
473316,4
473317,6175
473318,4775
473319,5369
473320,4411
473321,4
473322,561
473323,4
473324,4
473325,4
473326,4
473327,4656
473328,6979
473329,5334
473330,4521
473331,6663
473332,5424
473333,4155
473334,4
473335,4
473336,4
473337,4
473338,6509
473339,4
473340,4
473341,4457
473342,469
473343,6479
473344,4
473345,8913
473346,4
473347,6204
473348,4781
473349,522
473350,4
473351,4
473352,4
473353,5661
473354,4
473355,4
473356,5874
473357,6618
473358,4
473359,4
473360,4464
473361,6641
473362,4
473363,5703
473364,7593
473365,4218
473366,6779
473367,5548
473368,4461
473369,4
473370,4
473371,4
473372,4
473373,4
473374,5299
473375,4
473376,4219
473377,4313
473378,4
473379,512
473380,4
473381,562
473382,4
473383,6361
473384,8376
473385,7393
473386,4
473387,6825
473388,4
473389,6591
473390,4
473391,6194
473392,5889
473393,5405
473394,448
473395,4
473396,615
473397,6323
473398,4
473399,4
473400,1011
473401,7043
473402,4118
473403,5074
473404,4
473405,4
473406,4
473407,7843
473408,4
473409,5436
473410,4
473411,5693
473412,542
473413,4641
473414,6575
473415,9453
473416,4371
473417,4
473418,4218
473419,8017
473420,5281
473421,7481
473422,5286
473423,66
473424,5313
473425,4
473426,4
473427,6156
473428,4878
473429,4948
473430,6817
473431,5205
473432,4
473433,7721
473434,4
473435,4705
473436,5298
473437,559
473438,5589
473439,1083
473440,5026
473441,4415
473442,6713
473443,8125
473444,6176
473445,8148
473446,4485
473447,4
473448,4
473449,4833
473450,6198
473451,7389
473452,7443
473453,5949
473454,8485
473455,692
473456,7216
473457,4
473458,4
473459,6435
473460,6072
473461,4
473462,4
473463,4441
473464,4418
473465,643
473466,4574
473467,5019
473468,6412
473469,5278
473470,5784
473471,6402
473472,4871
473473,4
473474,4
473475,6416
473476,69
473477,4035
473478,4
473479,5617
473480,588
473481,4
473482,5046
473483,8305
473484,4
473485,555
473486,6895
473487,5838
473488,4184
473489,5695
473490,4
473491,4
473492,7622
473493,4635
473494,442
473495,4475
473496,4307
